Year,Month,Wheat_Region,Commodity,temperature_C,precip_m,dewpoint_C,relative_humidity,temp_anomaly,precip_anomaly,temp_3m_avg,precip_3m_sum,drought_index,heat_stress,Date,Wheat_Price,Cocoa_Region,Cocoa_Price,Rice_Region,Rice_Price,Soybeans_Region,Soybeans_Price,Coffee_Region,Coffee_Price,Maize_Region,Maize_Price,Cotton_Region,Cotton_Price
2015,2,US GREAT PLAINS,Wheat,25.93801255688014,0.0217110424370546,19.9685653555484,69.71649472806918,-2.634213111660891,0.0001626970509291,25.93801255688014,0.0217110424370546,0.2635840082170183,29.4238372932836,2015-02-01,201.74206877193,GHANA,2961.93571359903,SOUTHEAST ASIA,409.5,BRAZIL SOY BELT,364.739238868421,COLOMBIA,178.8885,US CORN BELT,173.758865789474,INDIA COTTON,69.8425
2015,3,US GREAT PLAINS,Wheat,30.267189933340056,0.022776387568804,24.29774273200832,70.53641991262786,0.1148601621947271,-0.0018844633194339,28.102601245110097,0.0444874300058587,-0.0133704795389066,33.794010928971446,2015-03-01,202.691426666667,GHANA,2878.03316733308,SOUTHEAST ASIA,400.727272727273,BRAZIL SOY BELT,359.595560386364,COLOMBIA,160.735909090909,US CORN BELT,174.293821428571,INDIA COTTON,69.3522727272727
2015,4,US GREAT PLAINS,Wheat,27.1744802571754,0.0236566008881824,21.20503305584366,69.95384195939856,-0.6049421328650304,0.0008751843291133,27.7932275824652,0.0681440308940411,0.0613693976156163,30.672172355145328,2015-04-01,195.931228253968,GHANA,2868.27445389099,SOUTHEAST ASIA,392.409090909091,BRAZIL SOY BELT,356.92567725,COLOMBIA,163.997727272727,US CORN BELT,172.151577040816,INDIA COTTON,71.7025
2015,5,US GREAT PLAINS,Wheat,22.501869489142592,0.0166567266601616,16.532422287810853,69.04325879116735,-0.5110777983062995,-0.0030657961862158,26.647846559886016,0.0630897151171481,0.048041983644414,25.95403242870096,2015-05-01,193.216571166667,GHANA,3095.99671499246,SOUTHEAST ASIA,382.428571428571,BRAZIL SOY BELT,351.94953045,COLOMBIA,158.482857142857,US CORN BELT,166.350389464286,INDIA COTTON,72.8631578947368
2015,6,US GREAT PLAINS,Wheat,15.15930283388555,0.0148226889428664,9.189855632553812,67.53457204216993,-0.2750903898881098,0.0007081210912469,21.61188419340118,0.0551360164912104,0.0282171600800579,18.536031435994047,2015-06-01,199.835441666667,GHANA,3239.8841787899,SOUTHEAST ASIA,370.545454545455,BRAZIL SOY BELT,354.823054806818,COLOMBIA,159.755,US CORN BELT,166.813860714286,INDIA COTTON,72.3522727272727
2015,7,US GREAT PLAINS,Wheat,5.912086778401099,0.015879211870243,-0.0573604229306399,65.48922454175704,-1.6301009985693984,0.0036552720217124,14.524419700476413,0.047358627473271,0.1666653718786523,9.186548005488952,2015-07-01,199.21748,GHANA,3325.96010781497,SOUTHEAST ASIA,387.739130434783,BRAZIL SOY BELT,372.347294454545,COLOMBIA,154.44652173913,US CORN BELT,179.608530357143,INDIA COTTON,72.3478260869565
2015,8,US GREAT PLAINS,Wheat,2.2231962268743874,0.0093045706141126,-3.746250974457351,64.62495846989721,-0.2659858552512317,-0.0009083390035482,7.764861946387012,0.0400064714272221,0.0256902465215749,5.454444150369248,2015-08-01,173.517591587302,GHANA,3154.01802015011,SOUTHEAST ASIA,375.571428571429,BRAZIL SOY BELT,347.02237525,COLOMBIA,156.923333333333,US CORN BELT,162.74069914966,INDIA COTTON,71.8225
2015,9,US GREAT PLAINS,Wheat,0.2004472593520053,0.0034246535225655,-5.768999941979733,64.13876334549589,0.2208740235727308,-0.0035166328836134,2.7785767548758304,0.0286084360069212,-0.0256040352408864,3.4073854266268,2015-09-01,164.06922015873,GHANA,3278.45236058649,SOUTHEAST ASIA,358.772727272727,BRAZIL SOY BELT,323.554524,COLOMBIA,146.146818181818,US CORN BELT,166.077623979592,INDIA COTTON,68.7363636363636
2015,10,US GREAT PLAINS,Wheat,1.6522348429208853,0.0164865067365933,-4.3172123584108535,64.48861399310597,-0.2453295686743741,0.0085605256319817,1.3586261097157593,0.0292157308732715,0.0330934824994191,4.876665542576184,2015-10-01,165.451481904762,GHANA,3197.33984142531,SOUTHEAST ASIA,360.454545454545,BRAZIL SOY BELT,327.419770363636,COLOMBIA,153.250454545455,US CORN BELT,171.448573214286,INDIA COTTON,69.0272727272727
2015,11,US GREAT PLAINS,Wheat,6.439721865860332,0.0047246087035215,0.4702746645285929,65.61052508306376,-1.1314792888155123,-0.0033629365488244,2.764134656044407,0.0246357689626804,0.1097849923327268,9.72024812001352,2015-11-01,157.804378947368,GHANA,3360.84046321504,SOUTHEAST ASIA,358.380952380952,BRAZIL SOY BELT,319.0822908,COLOMBIA,147.978571428571,US CORN BELT,166.09242406015,INDIA COTTON,69.2214285714286
